"Lag","MI","MIcrit","TE","TEcrit","Corr","Corrcrit","Hx","Hy","TEnorm","TEnormcrit","TE_significant","MI_significant","Site_ID","scale","driver","Lag_time","Lag_unit","record_start","record_end","n_grid","n_joint","n_valid_triplets","target_end","target_start"
34,0.108157953267456,0.0866879816517589,0.338360583616759,0.361550820080295,-0.0795240761912994,0.0531961932954779,2.68791133221275,2.56516464422832,13.1905990665386,14.0946438231087,FALSE,TRUE,"US-Var","weekly","VPD",34,"weeks","2000-10-30","2021-10-18",1095,1072,1011,"2021-10-18","2001-07-09"
35,0.127411845921359,0.0866879816517589,0.342081112476552,0.361550820080295,-0.0113278553344777,0.0531961932954779,2.68128166216686,2.56704648752779,13.325863561045,14.0843113608156,FALSE,TRUE,"US-Var","weekly","VPD",35,"weeks","2000-10-30","2021-10-18",1095,1072,1011,"2021-10-18","2001-07-09"
36,0.124704936847537,0.0866879816517589,0.351326784988639,0.361550820080295,-0.0592873199798005,0.0531961932954779,2.6890006866438,2.56570504690355,13.6931868069808,14.0916751329868,FALSE,TRUE,"US-Var","weekly","VPD",36,"weeks","2000-10-30","2021-10-18",1095,1072,1010,"2021-10-18","2001-07-16"
37,0.117959422607358,0.0866879816517589,0.361999161905486,0.361550820080295,-0.0460135200991611,0.0531961932954779,2.69160050473606,2.56500190274557,14.1130172854064,14.0955380849149,TRUE,TRUE,"US-Var","weekly","VPD",37,"weeks","2000-10-30","2021-10-18",1095,1072,1009,"2021-10-18","2001-07-23"
38,0.100425439429061,0.0866879816517589,0.331219825645646,0.361550820080295,-0.0858008026367929,0.0531961932954779,2.69280815571214,2.56186266503316,12.9288673497788,14.1128103787568,FALSE,TRUE,"US-Var","weekly","VPD",38,"weeks","2000-10-30","2021-10-18",1095,1072,1008,"2021-10-18","2001-07-30"
39,0.0987600706728777,0.0866879816517589,0.358546580015459,0.361550820080295,-0.0419513629221804,0.0531961932954779,2.69486016061016,2.56761525834741,13.9641863729315,14.0811914442742,FALSE,TRUE,"US-Var","weekly","VPD",39,"weeks","2000-10-30","2021-10-18",1095,1072,1007,"2021-10-18","2001-08-06"
40,0.107753085774058,0.0866879816517589,0.342847598092267,0.361550820080295,0.0133382504393639,0.0531961932954779,2.70081445155858,2.57309804862371,13.3243114569866,14.0511870612035,FALSE,TRUE,"US-Var","weekly","VPD",40,"weeks","2000-10-30","2021-10-18",1095,1072,1006,"2021-10-18","2001-08-13"
41,0.10847548832131,0.0866879816517589,0.349419543018669,0.361550820080295,0.0519799065960192,0.0531961932954779,2.69516110627592,2.57221809949468,13.5843668578226,14.0559939357912,FALSE,TRUE,"US-Var","weekly","VPD",41,"weeks","2000-10-30","2021-10-18",1095,1072,1005,"2021-10-18","2001-08-20"
42,0.122406464660606,0.0866879816517589,0.350122655342368,0.361550820080295,0.0326724367766792,0.0531961932954779,2.69322344271331,2.57840703510292,13.579029632472,14.0222554142179,FALSE,TRUE,"US-Var","weekly","VPD",42,"weeks","2000-10-30","2021-10-18",1095,1072,1004,"2021-10-18","2001-08-27"
43,0.117377336957651,0.0866879816517589,0.33388297504021,0.361550820080295,0.0918147352758399,0.0531961932954779,2.69734574189637,2.57737826243376,12.9543645147737,14.027852463491,FALSE,TRUE,"US-Var","weekly","VPD",43,"weeks","2000-10-30","2021-10-18",1095,1072,1003,"2021-10-18","2001-09-03"
44,0.111667415810028,0.0866879816517589,0.365413230952928,0.361550820080295,0.0665870518003586,0.0531961932954779,2.69753710471697,2.57750980353745,14.1769870458465,14.0271365635192,TRUE,TRUE,"US-Var","weekly","VPD",44,"weeks","2000-10-30","2021-10-18",1095,1072,1002,"2021-10-18","2001-09-10"
45,0.0908938610153696,0.0866879816517589,0.34784571671318,0.361550820080295,0.0471631148572861,0.0531961932954779,2.69872898724851,2.57837007219015,13.4909150732466,14.0224564340053,FALSE,TRUE,"US-Var","weekly","VPD",45,"weeks","2000-10-30","2021-10-18",1095,1072,1001,"2021-10-18","2001-09-17"
46,0.105835355336167,0.0866879816517589,0.363966992776881,0.361550820080295,0.0269342605069055,0.0531961932954779,2.70224992995363,2.570067004564,14.1617705737063,14.0677585229584,TRUE,TRUE,"US-Var","weekly","VPD",46,"weeks","2000-10-30","2021-10-18",1095,1072,1000,"2021-10-18","2001-09-24"
47,0.0909197809633993,0.0866879816517589,0.33560357435405,0.361550820080295,-0.0426549584215381,0.0531961932954779,2.70058994411037,2.57062416000517,13.0553341704131,14.0647094859471,FALSE,TRUE,"US-Var","weekly","VPD",47,"weeks","2000-10-30","2021-10-18",1095,1072,999,"2021-10-18","2001-10-01"
48,0.0993821036386997,0.0866879816517589,0.328106775212503,0.361550820080295,-0.0623499617443769,0.0531961932954779,2.70182285051741,2.56781266362585,12.777675718337,14.0801089270185,FALSE,TRUE,"US-Var","weekly","VPD",48,"weeks","2000-10-30","2021-10-18",1095,1072,998,"2021-10-18","2001-10-08"
